assists,bonus,bps,clean_sheets,creativity,unique_id,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,gameweek,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,POS,Full Name,own_team,opponent_short_name,opponent_attack,opponent_defense,own_short_name,own_attack,own_defense,season,penalties_order,team_xg,team_deep,team_npxg,opponent_xg,opponent_deep,opponent_npxg
0,0,0,0,0.0,1276,0.0,0.0,0.0,0.0,260,0,0,0.0,0.0,2024-02-25T13:30:00Z,0,20,0,0,0,0,26,0,6987,0,0,1,0.0,0,-188,0,188,44,False,0,4,Antwoine Hackford,23,WOL,1085,1115,SHU,1020,1060,2023,,0.654342,5.0,0.654342,1.21618,7.0,1.21618
0,0,0,0,0.0,1276,0.0,0.0,0.0,0.0,269,0,0,0.0,0.0,2024-03-04T20:00:00Z,0,1,0,0,0,0,27,0,6881,0,6,0,0.0,0,-117,0,117,44,True,0,4,Antwoine Hackford,23,ARS,1370,1360,SHU,1045,1020,2023,,0.201374,2.0,0.201374,2.47294,22.0,2.47294
0,0,0,0,0.0,1276,0.0,0.0,0.0,0.0,273,0,0,0.0,0.0,2024-03-09T15:00:00Z,0,3,0,0,0,0,28,0,6779,0,2,2,0.0,0,-105,0,105,44,False,0,4,Antwoine Hackford,23,BOU,1055,1145,SHU,1020,1060,2023,,1.91752,2.0,1.91752,3.92657,15.0,3.1654
0,0,0,0,0.0,1276,0.0,0.0,0.0,0.0,299,0,0,0.0,0.0,2024-03-30T15:00:00Z,0,9,0,0,0,0,30,0,6675,0,3,3,0.0,0,-49,0,49,44,True,0,4,Antwoine Hackford,23,FUL,1180,1170,SHU,1045,1020,2023,,1.78824,4.0,1.78824,1.10254,10.0,1.10254
0,0,0,0,0.0,1276,0.0,0.0,0.0,0.0,308,0,0,0.0,0.0,2024-04-04T18:30:00Z,0,12,0,0,0,0,31,0,6647,0,1,3,0.0,0,-27,0,27,44,False,0,4,Antwoine Hackford,23,LIV,1210,1270,SHU,1020,1060,2023,,0.720948,2.0,0.720948,2.51772,18.0,2.51772
0,0,0,0,0.0,1276,0.0,0.0,0.0,0.0,318,0,0,0.0,0.0,2024-04-07T16:30:00Z,0,6,0,0,0,0,32,0,6607,0,2,2,0.0,0,-39,0,39,44,True,0,4,Antwoine Hackford,23,CHE,1150,1230,SHU,1045,1020,2023,,1.74265,6.0,1.74265,0.521789,6.0,0.521789
0,0,0,0,0.0,1276,0.0,0.0,0.0,0.0,323,0,0,0.0,0.0,2024-04-13T14:00:00Z,0,4,0,0,0,0,33,0,6559,0,0,2,0.0,0,-50,0,50,44,False,0,4,Antwoine Hackford,23,BRE,1110,1090,SHU,1020,1060,2023,,0.834498,6.0,0.834498,1.09071,5.0,1.09071
0,0,0,0,0.0,1276,0.0,0.0,0.0,0.0,338,0,0,0.0,0.0,2024-04-20T14:00:00Z,0,21,0,0,0,0,34,0,6502,0,4,1,0.0,0,-54,0,54,44,True,0,4,Antwoine Hackford,23,BUR,1050,1050,SHU,1045,1020,2023,,1.97816,9.0,1.97816,2.42338,6.0,2.42338
0,0,0,0,0.0,1276,0.0,0.0,0.0,0.0,288,0,0,0.0,0.0,2024-04-24T19:00:00Z,0,14,0,0,0,0,34,0,6502,0,2,4,0.0,0,-54,0,54,44,False,0,4,Antwoine Hackford,23,MUN,1130,1120,SHU,1020,1060,2023,,1.20517,2.0,1.20517,3.51311,14.0,2.75194
0,0,0,0,0.0,1276,0.0,0.0,0.0,0.0,346,0,0,0.0,0.0,2024-04-27T14:00:00Z,0,15,0,0,0,0,35,0,6460,0,1,5,0.0,0,-46,0,46,44,False,0,4,Antwoine Hackford,23,NEW,1050,1160,SHU,1020,1060,2023,,1.82408,4.0,1.82408,2.93477,18.0,2.17361
0,0,0,0,0.0,1276,0.0,0.0,0.0,0.0,360,0,0,0.0,0.0,2024-05-04T14:00:00Z,0,16,0,0,0,0,36,0,6431,0,3,1,0.0,0,-29,0,29,44,True,0,4,Antwoine Hackford,23,NFO,1125,1080,SHU,1045,1020,2023,,2.48986,8.0,1.72869,1.93818,6.0,1.93818
0,0,0,0,0.0,1276,0.0,0.0,0.0,0.0,363,0,0,0.0,0.0,2024-05-11T14:00:00Z,0,8,0,0,0,0,37,0,6384,0,0,1,0.0,0,-46,0,46,44,False,0,4,Antwoine Hackford,23,EVE,1125,1065,SHU,1020,1060,2023,,0.465523,4.0,0.465523,1.82411,9.0,1.82411
0,0,0,0,0.0,1276,0.0,0.0,0.0,0.0,380,0,0,0.0,0.0,2024-05-19T15:00:00Z,0,18,0,0,0,0,38,0,6349,0,3,0,0.0,0,-32,0,32,44,True,0,4,Antwoine Hackford,23,TOT,1150,1310,SHU,1045,1020,2023,,0.697312,2.0,0.697312,3.19675,14.0,3.19675
